"Organisation","Full Name","Post Title","Office Tel"
"Fire Services Department","Mr. LI Kin Yat, Daryl, FSDSM","Director of Fire Services","2733 7711,2739 0989"
"Fire Services Department","Mr. LEUNG Wai Hung, Joseph, FSDSM","Dep Director of Fire Services","2733 7722,2723 3244"
""
"Organisation","Service Name","Office Tel"
"Fire Services Department","Enquiry","2723 8787"
""
"Organisation","Department","Full Name","Post Title","Office Tel"
"Fire Services Department","Fire Services Department,Kowloon Fire Command Headquarters","Mr. NG Chan Leung","Fire Staff Offr (Kowloon)","2354 2918"
"Fire Services Department","Fire Services Department,Kowloon Fire Command Headquarters","Mr. LO Cheung Wai","Asst Fire Staff Offr (Kowloon)","2354 2988"
"Fire Services Department","Fire Services Department,Kowloon Fire Command Headquarters","Ms. CHAN Pui Nei, Pearlie","EO(Kowloon)","2354 2911"
"Fire Services Department","Fire Services Department,Kowloon Fire Command Headquarters","Ms. WONG Ching Shan","SCO","2354 2992"
"Fire Services Department","Kowloon Fire Command Headquarters,Central Division","Mr. KEUNG Sai Ming, Sam","Div Commander (Kowloon Central)","2329 5993"
"Fire Services Department","Kowloon Fire Command Headquarters,Central Division","Mr. WONG Hau On","Div Offr (Kowloon Central)","2327 8519"
"Fire Services Department","Kowloon Fire Command Headquarters,Central Division","Mr. NG Dik Ka","Station Commander Ma Tau Chung Fire Station","2711 0292"
"Fire Services Department","Kowloon Fire Command Headquarters,Central Division","Mr. CHAN Kwok Fung","Station Commander Wong Tai Sin Fire Station","2329 5733"
"Fire Services Department","Kowloon Fire Command Headquarters,Central Division","Mr. LAM Yau Wing, Peter","Station Commander Ngau Chi Wan Fire Station","2320 0292"
"Fire Services Department","Kowloon Fire Command Headquarters,Central Division","Mr. NG Sum Shing","Station Commander Shun Lee Fire Station","2341 9420"
"Fire Services Department","Kowloon Fire Command Headquarters,Central Division","Mr. CHAK Kwok Wai","Station Commander Kai Tak Fire Station","2759 6308"
"Fire Services Department","Kowloon Fire Command Headquarters,Central Division","Mr. HO Kam Wah","Station Commander Sai Kung Fire Station (Ag)","2792 1553"
"Fire Services Department","Kowloon Fire Command Headquarters,East Division","Mr. WONG Chun Ip","Div Commander (Kowloon East) (Ag)","2799 2737"
"Fire Services Department","Kowloon Fire Command Headquarters,East Division","Mr. CHIU Yuk Man","Div Offr (Kowloon East)","2799 5515"
"Fire Services Department","Kowloon Fire Command Headquarters,East Division","Mr. TO Chi Wing","Station Commander Kowloon Bay Fire Station","2799 1522"
"Fire Services Department","Kowloon Fire Command Headquarters,East Division","Mr. TANG Pak Kin","Station Commander Po Lam Fire Station","2701 0989"
"Fire Services Department","Kowloon Fire Command Headquarters,East Division","Mr. PANG Chun Yin","Station Commander Lam Tin Fire Station","2772 5313"
"Fire Services Department","Kowloon Fire Command Headquarters,East Division","Mr. WONG Tik Lun","Station Commander Yau Tong Fire Station","2340 6316"
"Fire Services Department","Kowloon Fire Command Headquarters,East Division","Mr. LAU Po Ying","Station Commander Tai Chik Sha Fire Station","2623 9613"
"Fire Services Department","Kowloon Fire Command Headquarters,East Division","Mr. CHIU Kin Ying","Station Commander Kwun Tong Fire Station","2342 4612"
"Fire Services Department","Kowloon Fire Command Headquarters,South Division","Mr. CHAN Wai Yin","Div Commander (Kowloon South)","2368 3139"
"Fire Services Department","Kowloon Fire Command Headquarters,South Division","Ms. WU Lai Fong","Div Offr (Kowloon South)","2366 9391"
"Fire Services Department","Kowloon Fire Command Headquarters,South Division","Mr. LEE Ho Yin","Station Commander Tsim Tung Fire Station","2722 4871"
"Fire Services Department","Kowloon Fire Command Headquarters,South Division","Mr. CHUNG Chi Wai","Station Commander Tsim Sha Tsui Fire Station","2366 2389"
"Fire Services Department","Kowloon Fire Command Headquarters,South Division","Mr. YUE Tsz Kit","Station Commander Yau Ma Tei Fire Station","2385 0307"
"Fire Services Department","Kowloon Fire Command Headquarters,South Division","Mr. CHEUNG Kwong Yuen","Station Commander Hung Hom Fire Station","2363 0207"
"Fire Services Department","Kowloon Fire Command Headquarters,West Division","Mr. TSANG Tat Ming","Div Commander (Kowloon West)","2393 2222"
"Fire Services Department","Kowloon Fire Command Headquarters,West Division","Mr. CHAN Hau Chung","Div Offr (Kowloon West)","2395 3330"
"Fire Services Department","Kowloon Fire Command Headquarters,West Division","Mr. CHOI Wai Fung","Station Commander Mong Kok Fire Station","2396 6409"
"Fire Services Department","Kowloon Fire Command Headquarters,West Division","Mr. LEE Yiu Lun","Station Commander Shek Kip Mei Fire Station","2778 1098"
"Fire Services Department","Kowloon Fire Command Headquarters,West Division","Mr. TUNG Wing Kei","Station Commander Lai Chi Kok Fire Station","2742 4221"
"Fire Services Department","Kowloon Fire Command Headquarters,West Division","Mr. LAU Chi Wai","Station Commander Cheung Sha Wan Fire Station","2729 5807"
"Fire Services Department","Kowloon Fire Command Headquarters,West Division","Mr. YU Wai Ming","Station Commander Kowloon Tong Fire Station","3793 6411"
"Fire Services Department","Kowloon Fire Command Headquarters,Breathing Apparatus","Mr. CHAN Ho Tak","Div Offr (BA) (Ag)","2757 8001"
"Fire Services Department","Kowloon Fire Command Headquarters,Breathing Apparatus","Mr. CHAN Sau Cheong","Asst Div Offr (BA)/Hong Kong Island, Islands and Marine","3669 0898"
"Fire Services Department","Kowloon Fire Command Headquarters,Breathing Apparatus","Mr. HO Ka Kui","Asst Div Offr (BA)/Kowloon","2326 0482"
"Fire Services Department","Kowloon Fire Command Headquarters,Breathing Apparatus","Mr. HO Hwei Ling","Asst Div Offr (BA)/New Territories South","2109 4485"
"Fire Services Department","Kowloon Fire Command Headquarters,Breathing Apparatus","Mr. CHAN Ho Tak","Asst Div Offr (BA)/New Territories North","2698 6059"
"Fire Services Department","Fire Services Department,Licensing & Certification Command","Mr. LEUNG Kwun Hong","Assistant Director (Licensing &amp; Certification)","2722 4776,2733 7744"
"Fire Services Department","Fire Services Department,Licensing & Certification Command","Mr. CHENG Sui On","Dep Ch Fire Offr (Licensing &amp; Certification)","2733 7745,2722 4744"
"Fire Services Department","Fire Services Department,Licensing & Certification Command","Mr. YEUNG Lap Sun","Fire Staff Offr (Licensing &amp; Certification)","2733 7605"
"Fire Services Department","Licensing & Certification Command,Administration","Mr. WONG Ka Ieong","EO (Licensing &amp; Certification)","2733 7617"
"Fire Services Department","Licensing & Certification Command,Administration","Mr. NG Siu Keung","SCO (Licensing &amp; Certification)","2733 1595"
"Fire Services Department","Licensing & Certification Command,Dangerous Good Stores Unit (DGSU)","Mr. YEUNG Lap Sun","Fire Staff Offr (Licensing &amp; Certification)","2733 7605"
"Fire Services Department","Licensing & Certification Command,Dangerous Good Stores Unit (DGSU)"," (VACANT)","Sr Station Offr (DGSU)","2733 7557"
"Fire Services Department","Licensing & Certification Command,Dangerous Goods Division","Mr. CHAN Kam Cheung","Sr Div Offr (Dangerous Goods)","2417 5713"
"Fire Services Department","Licensing & Certification Command,Dangerous Goods Division","Mr. LI Wai Cheong","Div Offr (Dangerous Goods)","2417 5733"
"Fire Services Department","Licensing & Certification Command,Dangerous Goods Division","Mr. WONG Ping Kuen","Asst Div Offr (Dangerous Goods)1","2417 5719"
"Fire Services Department","Licensing & Certification Command,Dangerous Goods Division","Mr. LAI Kin Mo","Asst Div Offr (Dangerous Goods)2","2417 5741"
"Fire Services Department","Licensing & Certification Command,Dangerous Goods Division","Mr. HO Ka Chun","Asst Div Offr (Dangerous Goods)3","2417 5717"
"Fire Services Department","Licensing & Certification Command,Dangerous Goods Division","Mr. LEUNG Yau Shing","Asst Div Offr (AIFATF)","2741 2021"
"Fire Services Department","Licensing & Certification Command,Dangerous Goods Division","Ms. CHAU Lai Yin","CO (Dangerous Goods)","2417 5768"
"Fire Services Department","Licensing & Certification Command,Fire Service Installations Division","Mr. LEUNG Kam Man","Sr Engineer","2733 1557"
"Fire Services Department","Licensing & Certification Command,Fire Service Installations Division","Mr. LAW Chi Keung, Peter","Engineer (FSI)","2733 7563"
"Fire Services Department","Licensing & Certification Command,Fire Service Installations Division","Ms. MA Ching Wah, Midco","Engineer (FSI)2","2733 5836"
"Fire Services Department","Licensing & Certification Command,Fire Service Installations Division","Mr. YIN Rumin","Engineer (FSI)3",""
"Fire Services Department","Licensing & Certification Command,Fire Service Installations Division","Mr. CHAN Wai Lam","Engineer (FSI)4","2733 5837"
"Fire Services Department","Licensing & Certification Command,Fire Service Installations Division","Mr. TSANG Lok","Sr Bldg Services Insp","2733 7549"
"Fire Services Department","Licensing & Certification Command,Fire Service Installations Division","Ms. LEE Suk Yee","CO(FSI)","2733 7569"
"Fire Services Department","Licensing & Certification Command,Fire Service Installations Task Force","Mr. NG Wai Nung","Sr Div Offr (FSITF)","2733 7723"
"Fire Services Department","Licensing & Certification Command,Fire Service Installations Task Force","Mr. CHU Man Chiu","Div Offr (FSITF)","2733 7879"
"Fire Services Department","Licensing & Certification Command,Fire Service Installations Task Force","Mr. WONG Chun On","Asst Div Offr (FSITF)1","2733 4066"
"Fire Services Department","Licensing & Certification Command,Fire Service Installations Task Force","Mr. KAO Chung Lei","Asst Div Offr (FSITF)2","2733 7880"
"Fire Services Department","Licensing & Certification Command,Fire Service Installations Task Force","Ms. LAW Ka Yan","Asst Div Offr (FSITF)3","2733 4068"
"Fire Services Department","Licensing & Certification Command,Fire Service Installations Task Force","Mr. TSE Lai Yiu","Asst Div Offr (FSITF)4","2733 1538"
"Fire Services Department","Licensing & Certification Command,Fire Service Installations Task Force","Ms. KONG Kit Chun","CO(FSITF)","2733 4050"
"Fire Services Department","Licensing & Certification Command,Hong Kong & Kowloon West Fire Protection Regional Office","Mr. LO Kam Wing","Sr Div Offr (Hong Kong &amp; Kowloon West Fire Protection Regional Office)","2589 3311"
"Fire Services Department","Licensing & Certification Command,Hong Kong & Kowloon West Fire Protection Regional Office","Mr. CHAN Tsz Kwan, Peter","Asst Div Offr (Hong Kong Fire Protection Regional Office)","2589 3313"
"Fire Services Department","Licensing & Certification Command,Hong Kong & Kowloon West Fire Protection Regional Office","Mr. WONG Ka Shun","Asst Div Offr (Hong Kong Fire Protection Regional Office)","2589 3317"
"Fire Services Department","Licensing & Certification Command,Hong Kong & Kowloon West Fire Protection Regional Office","Mr. CHU Hung Tak","Asst Div Offr (Kowloon West Fire Protection Sub-Regional Office)","2302 5322"
"Fire Services Department","Licensing & Certification Command,Hong Kong & Kowloon West Fire Protection Regional Office","Ms. TSE Wai Fan","CO(H&amp;KW)","2589 3323"
"Fire Services Department","Licensing & Certification Command,Investigation & Research (I&R)","Mr. YEUNG Lap Sun","Fire Staff Offr (Licensing &amp; Certification)","2733 7605"
"Fire Services Department","Licensing & Certification Command,Investigation & Research (I&R)","Mr. CHAN Sze Chit","Sr Station Offr (I&amp;R)2","2733 7827"
"Fire Services Department","Licensing & Certification Command,Licensing Authority Division","Mr. WONG Ka Fai, Simon","Senior Div Offr (LA)","2881 5096"
"Fire Services Department","Licensing & Certification Command,Licensing Authority Division","Mr. CHEUNG Tak Wah","Div Offr (LA)","2881 7017"
"Fire Services Department","Licensing & Certification Command,Licensing Authority Division","Mr. HUNG Tak Shing","Asst Div Offr (LA/E1)","2881 7023"
"Fire Services Department","Licensing & Certification Command,Licensing Authority Division","Mr. YUEN Cheuk Man","Asst Div Offr (LA/E2)","2881 7069"
"Fire Services Department","Licensing & Certification Command,Licensing Authority Division","Mr. YEE Kwok Keung, Patrick","Asst Div Offr (LA/FS)","2881 7496"
"Fire Services Department","Licensing & Certification Command,Licensing Authority Division","Mr. KEUNG Wing Cheong, Darren","Asst Div Offr (LA/Pro)","2116 3381"
"Fire Services Department","Licensing & Certification Command,New Territories and Kowloon East Fire Protection Regional Office","Mr. CHAN Suen To","Sr Div Offr (New Territories &amp; Kowloon East Fire Protection Regional Office)","2302 5348"
"Fire Services Department","Licensing & Certification Command,New Territories and Kowloon East Fire Protection Regional Office","Mr. CHEUNG Siu Yin","Asst Div Offr (Kowloon East Fire Protection Sub-Regional Office) (Ag)","2302 5311"
"Fire Services Department","Licensing & Certification Command,New Territories and Kowloon East Fire Protection Regional Office","Mr. CHEUNG Wai Lun","Asst Div Offr (New Territories Fire Protection Regional Office)","2302 5378"
"Fire Services Department","Licensing & Certification Command,New Territories and Kowloon East Fire Protection Regional Office","Ms. AU YEUNG Sze Man","CO(NT&amp;KE)","2302 5353"
"Fire Services Department","Licensing & Certification Command,Policy Division (Pol)","Mr. CHAN Derek Armstrong","Sr Div Offr (Policy)","2733 7746"
"Fire Services Department","Licensing & Certification Command,Policy Division (Pol)","Mr. CHAN Fu Shan","Div Offr (Policy)1","2733 7592"
"Fire Services Department","Licensing & Certification Command,Policy Division (Pol)","Mr. LAM Kin Kwan","Div Offr (Policy)2","2733 7596"
"Fire Services Department","Licensing & Certification Command,Policy Division (Pol)","Mr. IU Pun Yan","Asst Div Offr (Policy)1","2733 7597"
"Fire Services Department","Licensing & Certification Command,Policy Division (Pol)","Mr. CHEUNG Ngao Tin","Asst Div Offr (Policy)2","2733 7599"
"Fire Services Department","Licensing & Certification Command,Policy Division (Pol)","Mr. WO Wing Wai","Asst Div Offr (Policy)3","2733 1543"
"Fire Services Department","Licensing & Certification Command,Policy Division (Pol)","Mr. LI Tsz Chun","Asst Div Offr (Policy)4 (Ag)","2733 7590"
"Fire Services Department","Licensing & Certification Command,Policy Division (Pol)","Mr. LEE Hei Man","Sr Station Offr (Policy)1","2733 7556"
"Fire Services Department","Licensing & Certification Command,Policy Division (Pol)"," (VACANT)","Sr Station Offr (Policy)2","2733 7857"
"Fire Services Department","Licensing & Certification Command,Policy Division (Pol)","Mr. LI Ka Ho","Sr Station Offr (Policy)3","2733 7875"
"Fire Services Department","Licensing & Certification Command,Policy Division (Pol)","Mr. LI Tsz Chun","Sr Station Offr (Policy)4","2733 7590"
"Fire Services Department","Licensing & Certification Command,Policy Division (Pol)","Mr. LEUNG Kam Wah","Sr Station Offr (Policy)5","2733 7616"
"Fire Services Department","Licensing & Certification Command,Policy Division (Pol)","Mr. HUI Chi Fung","Sr Station Offr (Policy)6","2733 7748"
"Fire Services Department","Licensing & Certification Command,Policy Division (Pol)","Mr. WONG Kwok Wai","Sr Station Offr (Policy)7","2733 7660"
"Fire Services Department","Licensing & Certification Command,Policy Division (Pol)","Mr. (VACANT)","Sr Station Offr (Policy)8","2733 4083"
"Fire Services Department","Licensing & Certification Command,Policy Division (Pol)","Mr. KWOK Gerald","Sr Station Offr (Policy)9","2733 7697"
"Fire Services Department","Licensing & Certification Command,Prosecution Section","Mr. CHAN Man Hon","Div Offr (Prosecution)","2733 4078"
"Fire Services Department","Licensing & Certification Command,Prosecution Section","Mr. CHAN Kwok Ming","Asst Div Offr (Prosecution)1","2733 7571"
"Fire Services Department","Licensing & Certification Command,Prosecution Section","Mr. TAM Ying Kit","Asst Div Offr (Prosecution)2","2733 7650"
"Fire Services Department","Licensing & Certification Command,Ventilation Division","Mr. NGAN Hong Yiu","Engr (Vent)","2251 4141,2733 1556"
"Fire Services Department","Licensing & Certification Command,Ventilation Division","Mr. LI Kuen Kwong","Ch Tech Offr (Vent) (Ag)","2251 4142"
"Fire Services Department","Licensing & Certification Command,Ventilation Division","Mr. CHIU Hung Kwong","Electrical Insp","2251 4154"
"Fire Services Department","Licensing & Certification Command,Ventilation Division","Ms. LEE Suet Kwan","CO(Vent)","2251 4144"
"Fire Services Department","Fire Services Department,New Territories Fire Command Headquarters","Mr. YAU Wai Keung","Assistant Director (New Territories)","2697 5191,2901 1501"
"Fire Services Department","Fire Services Department,New Territories Fire Command Headquarters","Mr. LIU Tai Yiu","Assistant Director (New Territories) (Ag)","2697 5191,2901 1501"
"Fire Services Department","Fire Services Department,New Territories Fire Command Headquarters","Mr. CHUI Man Leung","Dep Ch Fire Offr (New Territories South)","2988 8838,2901 1503"
"Fire Services Department","Fire Services Department,New Territories Fire Command Headquarters","Mr. LIU Tai Yiu","Dep Ch Fire Offr (New Territories North)","2691 4586,2901 1502"
"Fire Services Department","Fire Services Department,New Territories Fire Command Headquarters","Mr. SO Chi Wah","Dep Ch Fire Offr (New Territories North) (Ag)","2691 4586,2901 1502"
"Fire Services Department","Fire Services Department,New Territories Fire Command Headquarters","Mr. LEUNG Kwok Chu","Fire Staff Offr (New Territories)","2901 1505"
"Fire Services Department","Fire Services Department,New Territories Fire Command Headquarters","Mr. CHEUNG Ka Ho","Asst Fire Staff Offr (New Territories South)","2901 1506"
"Fire Services Department","Fire Services Department,New Territories Fire Command Headquarters","Mr. CHAN Siu Hon","Asst Fire Staff Offr (New Territories North)","2901 1507"
"Fire Services Department","Fire Services Department,New Territories Fire Command Headquarters","Ms. LAU Oi-shan, Kay","EO(New Territories)","2901 1513"
"Fire Services Department","Fire Services Department,New Territories Fire Command Headquarters","Ms. YIM Wai Chong","SCO(New Territories)","2901 1520"
"Fire Services Department","New Territories Fire Command Headquarters,Airport Fire Contingent","Mr. YIP Yun Yu","Div Commander 'Air' (Ag)","2183 5333"
"Fire Services Department","New Territories Fire Command Headquarters,Airport Fire Contingent","Mr. LEE Kai Cheong","Div Offr 'Air'","2183 5326"
"Fire Services Department","New Territories Fire Command Headquarters,Airport Fire Contingent","Mr. LAI Chiu Leung","Watch Commander A, Main AirFStn","2183 5302"
"Fire Services Department","New Territories Fire Command Headquarters,Airport Fire Contingent","Mr. TSUI Chun Ho","Watch Commander B, Main AirFStn","2183 5302"
"Fire Services Department","New Territories Fire Command Headquarters,Airport Fire Contingent","Mr. SUEN Siu Man","Watch Commander C, Main AirFStn","2183 5302"
"Fire Services Department","New Territories Fire Command Headquarters,Airport Fire Contingent","Mr. KONG Kwan","Watch Commander A, Sub AirFStn","2183 6207"
"Fire Services Department","New Territories Fire Command Headquarters,Airport Fire Contingent","Mr. TANG Ng Kit","Watch Commander B, Sub AirFStn","2183 6223"
"Fire Services Department","New Territories Fire Command Headquarters,Airport Fire Contingent","Mr. FU Hak","Watch Commander C, Sub AirFStn","2183 6223"
"Fire Services Department","New Territories Fire Command Headquarters,Airport Fire Contingent","Mr. LEUNG Man Kit","Watch Commander A, ESRB","2183 5303"
"Fire Services Department","New Territories Fire Command Headquarters,Airport Fire Contingent","Mr. YAM Luen Kai","Watch Commander B, ESRB","2183 5303"
"Fire Services Department","New Territories Fire Command Headquarters,Airport Fire Contingent","Mr. LOR Yu Keung","Watch Commander C, ESRB","2183 5303"
"Fire Services Department","New Territories Fire Command Headquarters,Airport Fire Contingent","Mr. LAU Ka Wai","Watch Commander A, WSRB","2183 6223"
"Fire Services Department","New Territories Fire Command Headquarters,Airport Fire Contingent","Mr. FUNG Ka Wai","Watch Commander B, WSRB","2183 6207"
"Fire Services Department","New Territories Fire Command Headquarters,Airport Fire Contingent","Mr. CHAN Kai On","Watch Commander C, WSRB","2183 6207"
"Fire Services Department","New Territories Fire Command Headquarters,Airport Fire Contingent","Ms. CHAN So Lai","CO(Air)","2183 5318"
"Fire Services Department","New Territories Fire Command Headquarters,East Division","Mr. SO Chi Wah","Div Commander (New Territories East)","2603 1420"
"Fire Services Department","New Territories Fire Command Headquarters,East Division","Mr. LEUNG Lung Kei","Div Offr (New Territories East)","2693 9460"
"Fire Services Department","New Territories Fire Command Headquarters,East Division","Mr. SO Kam Sang, Francis","Station Commander Ma On Shan Fire Station","2640 3222"
"Fire Services Department","New Territories Fire Command Headquarters,East Division","Mr. LUI Yee Choi","Station Commander Tin Sum Fire Station","2694 8639"
"Fire Services Department","New Territories Fire Command Headquarters,East Division","Mr. TANG Lung Cheung","Station Commander Siu Lek Yuen Fire Station","2647 7515"
"Fire Services Department","New Territories Fire Command Headquarters,East Division","Mr. MUI Yin Wai","Station Commander Sha Tin Fire Station","2691 0596"
"Fire Services Department","New Territories Fire Command Headquarters,East Division","Mr. HUNG Chung Muk","Station Commander Tai Po Fire Station","2651 2951"
"Fire Services Department","New Territories Fire Command Headquarters,East Division","Mr. TSANG Hing Lung","Station Commander Tai Po East Fire Station","2664 2511"
"Fire Services Department","New Territories Fire Command Headquarters,South Division","Mr. LO Kit Hung","Div Commander (New Territories South)","2743 2399"
"Fire Services Department","New Territories Fire Command Headquarters,South Division","Mr. CHAN Kim Man","Div Offr (New Territories South) (Ag)","2745 7175"
"Fire Services Department","New Territories Fire Command Headquarters,South Division","Mr. WU Chi Wah","Station Commander Sham Tseng Fire Station","2496 4167"
"Fire Services Department","New Territories Fire Command Headquarters,South Division","Mr. TUNG Man Ho","Station Commander Lei Muk Shue Fire Station","2421 2428"
"Fire Services Department","New Territories Fire Command Headquarters,South Division","Mr. CHAN Wai Nam","Station Commander Kwai Chung Fire Station","2426 5694"
"Fire Services Department","New Territories Fire Command Headquarters,South Division","Mr. KONG Cheung Po","Station Commander Lai King Fire Station","2743 2380"
"Fire Services Department","New Territories Fire Command Headquarters,South Division","Mr. WONG Kee Kiu","Station Commander Tsuen Wan Fire Station","2499 5044"
"Fire Services Department","New Territories Fire Command Headquarters,South West Division","Mr. CHAN Man Kwong","Div Commander (New Territories South West)","2988 8777"
"Fire Services Department","New Territories Fire Command Headquarters,South West Division","Mr. KWONG Shi Man","Div Offr (New Territories South West)","2988 8929"
"Fire Services Department","New Territories Fire Command Headquarters,South West Division","Ms. LAM So Wah","Station Commander Tung Chung Fire Station","2988 1898"
"Fire Services Department","New Territories Fire Command Headquarters,South West Division","Mr. PANG Wai Lam","Station Commander Penny's Bay Fire Station","2983 6451"
"Fire Services Department","New Territories Fire Command Headquarters,South West Division","Dr. YU Ka Yui","Station Commander Tsing Yi Fire Station","2495 0451"
"Fire Services Department","New Territories Fire Command Headquarters,South West Division","Mr. HO Wing Ming","Station Commander Ma Wan Fire Station","2986 3289"
"Fire Services Department","New Territories Fire Command Headquarters,South West Division","Mr. HO Wing Ming","Station Commander Tsing Yi South Fire Station","2432 7823"
"Fire Services Department","New Territories Fire Command Headquarters,South West Division","Mr. WONG Yu Fai","Station Commander Chek Lap Kok Fire Station","2949 9081"
"Fire Services Department","New Territories Fire Command Headquarters,South West Division","Mr. LUKE Shung Chi","Station Commander Hong Kong-Zhuhai-Macao Bridge Fire Station","2516 0200"
"Fire Services Department","New Territories Fire Command Headquarters,West Division","Mr. CHAN Ping Keung","Div Commander (New Territories West)","2462 4091"
"Fire Services Department","New Territories Fire Command Headquarters,West Division","Mr. LEUNG Tai Wai","Div Offr (New Territories West)","2462 0077"
"Fire Services Department","New Territories Fire Command Headquarters,West Division","Mr. TONG Ka Lun","Station Commander Fu Tei Fire Station and Shen Zhen Bay Fire Station","2469 4710"
"Fire Services Department","New Territories Fire Command Headquarters,West Division","Mr. WU Man To","Station Commander Tuen Mun Fire Station","2462 5717"
"Fire Services Department","New Territories Fire Command Headquarters,West Division","Mr. YAN Chi Shing","Station Commander Castle Peak Bay and Tai Lam Chung Fire Station","2451 5101"
"Fire Services Department","New Territories Fire Command Headquarters,West Division","Mr. MA Po Ching","Station Commander Tin Shui Wai Fire Station","2448 0664"
"Fire Services Department","New Territories Fire Command Headquarters,West Division","Mr. YUNG Chun Hing","Station Commander Pillar Point Fire Station","2404 0766"
"Fire Services Department","New Territories Fire Command Headquarters,West Division","Mr. NG Wai Kit","Station Commander Lau Fau Shan Fire Station","2146 2672"
"Fire Services Department","New Territories Fire Command Headquarters,North Division","Mr. CHENG Wing Kit","Div Commander (New Territories North)","2670 0105"
"Fire Services Department","New Territories Fire Command Headquarters,North Division","Mr. CHAN Hon Kit","Div Offr (New Territories North)","2670 3928"
"Fire Services Department","New Territories Fire Command Headquarters,North Division","Mr. CHAN Sau Yan","Station Commander Pat Heung and Mai Po Fire Station","2488 7282"
"Fire Services Department","New Territories Fire Command Headquarters,North Division","Mr. LEE Ming Kei","Station Commander Sha Tau Kok and Ta Kwu Ling Fire Station","2674 0679"
"Fire Services Department","New Territories Fire Command Headquarters,North Division","Mr. CHAN Ka Wing","Station Commander Sheung Shui Fire Station","2670 7682"
"Fire Services Department","New Territories Fire Command Headquarters,North Division","Mr. WONG Ming Hang","Station Commander Fanling Fire Station","2669 5511"
"Fire Services Department","New Territories Fire Command Headquarters,North Division","Mr. TAI Ho Yeung","Station Commander Yuen Long Fire Station","2474 6732"
